date,time,timestamp,date_of_week,hour,quarter_of_year,month,day_of_year,day_of_month,week_of_year,is_lunch_break,is_class_time,is_weekday,is_Thai_holiday,is_exam_period,academic_calendar,weather_condition,temperature,humidity,wind_speed,pressure,count_1204,count_0412,count_1211
2/1/2019,20:00,2/1/2019 20:00,4,20,1,1,2,2,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,27,0.58,7,29.99,0,0,0
3/1/2019,07:00,3/1/2019 07:00,5,7,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Partly Cloudy,23,0.69,7,29.99,0,0,2
3/1/2019,08:00,3/1/2019 08:00,5,8,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,24,0.61,9,30.02,0,0,0
3/1/2019,09:00,3/1/2019 09:00,5,9,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,24,0.65,10,30.05,0,0,0
3/1/2019,10:00,3/1/2019 10:00,5,10,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,25,0.61,13,30.05,0,0,0
3/1/2019,11:00,3/1/2019 11:00,5,11,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.57,14,30.05,0,0,0
3/1/2019,12:00,3/1/2019 12:00,5,12,1,1,3,3,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.57,13,30.02,0,0,0
3/1/2019,13:00,3/1/2019 13:00,5,13,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.57,12,29.99,0,0,0
3/1/2019,14:00,3/1/2019 14:00,5,14,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.61,12,29.96,0,0,0
3/1/2019,15:00,3/1/2019 15:00,5,15,1,1,3,3,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.58,9,29.93,0,0,0
3/1/2019,16:00,3/1/2019 16:00,5,16,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.58,8,29.93,0,0,0
3/1/2019,17:00,3/1/2019 17:00,5,17,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.54,9,29.93,0,0,0
3/1/2019,18:00,3/1/2019 18:00,5,18,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.57,8,29.96,0,0,0
3/1/2019,19:00,3/1/2019 19:00,5,19,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.54,8,29.99,0,0,0
3/1/2019,20:00,3/1/2019 20:00,5,20,1,1,3,3,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.54,9,29.99,0,0,0
4/1/2019,07:00,4/1/2019 07:00,6,7,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,24,0.69,7,29.93,0,0,0
4/1/2019,08:00,4/1/2019 08:00,6,8,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,25,0.65,7,29.99,0,0,0
4/1/2019,09:00,4/1/2019 09:00,6,9,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.61,9,30.02,0,0,0
4/1/2019,10:00,4/1/2019 10:00,6,10,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.61,9,30.02,0,0,0
4/1/2019,11:00,4/1/2019 11:00,6,11,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.61,10,30.02,0,0,0
4/1/2019,12:00,4/1/2019 12:00,6,12,1,1,4,4,1,YES,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,28,0.58,10,29.99,0,0,0
4/1/2019,13:00,4/1/2019 13:00,6,13,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,28,0.62,9,29.96,0,0,0
4/1/2019,14:00,4/1/2019 14:00,6,14,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,28,0.62,12,29.93,0,0,0
4/1/2019,15:00,4/1/2019 15:00,6,15,1,1,4,4,1,NO,YES,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,28,0.62,10,29.9,0,0,0
4/1/2019,16:00,4/1/2019 16:00,6,16,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,27,0.65,8,29.9,0,1,0
4/1/2019,17:00,4/1/2019 17:00,6,17,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,27,0.65,8,29.9,0,0,0
4/1/2019,18:00,4/1/2019 18:00,6,18,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,27,0.65,10,29.9,0,0,0
4/1/2019,19:00,4/1/2019 19:00,6,19,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,27,0.61,9,29.93,0,0,0
4/1/2019,20:00,4/1/2019 20:00,6,20,1,1,4,4,1,NO,NO,WEEKDAY,NORMAL,NORMAL,HOLIDAY,Fair,27,0.61,9,29.96,0,0,0
5/1/2019,07:00,5/1/2019 07:00,7,7,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,25,0.74,5,29.93,0,0,0
5/1/2019,08:00,5/1/2019 08:00,7,8,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.69,7,29.93,0,0,0
5/1/2019,09:00,5/1/2019 09:00,7,9,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.69,9,29.96,0,0,0
5/1/2019,10:00,5/1/2019 10:00,7,10,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,25,0.74,8,29.99,0,0,0
5/1/2019,11:00,5/1/2019 11:00,7,11,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.69,6,29.99,0,0,0
5/1/2019,12:00,5/1/2019 12:00,7,12,1,1,5,5,1,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,26,0.74,6,29.96,0,0,0
5/1/2019,13:00,5/1/2019 13:00,7,13,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.7,7,29.93,0,0,0
5/1/2019,14:00,5/1/2019 14:00,7,14,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,28,0.66,9,29.9,0,0,0
5/1/2019,15:00,5/1/2019 15:00,7,15,1,1,5,5,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.7,9,29.87,0,0,0
5/1/2019,16:00,5/1/2019 16:00,7,16,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.7,6,29.87,0,0,0
5/1/2019,17:00,5/1/2019 17:00,7,17,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.7,7,29.9,0,0,0
5/1/2019,18:00,5/1/2019 18:00,7,18,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.7,8,29.9,0,0,0
5/1/2019,19:00,5/1/2019 19:00,7,19,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.74,7,29.9,0,0,0
5/1/2019,20:00,5/1/2019 20:00,7,20,1,1,5,5,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,27,0.74,6,29.93,0,0,0
6/1/2019,07:00,6/1/2019 07:00,1,7,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,24,0.94,3,29.93,0,0,0
6/1/2019,08:00,6/1/2019 08:00,1,8,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,24,0.94,3,29.96,0,0,0
6/1/2019,09:00,6/1/2019 09:00,1,9,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,25,0.89,5,29.99,0,0,0
6/1/2019,10:00,6/1/2019 10:00,1,10,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fog,26,0.83,3,29.99,0,0,0
6/1/2019,11:00,6/1/2019 11:00,1,11,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,28,0.79,5,29.99,0,0,0
6/1/2019,12:00,6/1/2019 12:00,1,12,1,1,6,6,1,YES,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Mostly Cloudy,29,0.7,0,29.96,0,0,0
6/1/2019,13:00,6/1/2019 13:00,1,13,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,30,0.66,3,29.93,0,0,0
6/1/2019,14:00,6/1/2019 14:00,1,14,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,31,0.62,3,29.9,0,0,0
6/1/2019,15:00,6/1/2019 15:00,1,15,1,1,6,6,1,NO,YES,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,31,0.62,0,29.87,0,0,0
6/1/2019,16:00,6/1/2019 16:00,1,16,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,33,0.55,0,29.87,0,0,0
6/1/2019,17:00,6/1/2019 17:00,1,17,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,32,0.55,6,29.87,0,0,0
6/1/2019,18:00,6/1/2019 18:00,1,18,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,31,0.58,0,29.87,0,0,0
6/1/2019,19:00,6/1/2019 19:00,1,19,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,29,0.74,6,29.9,0,0,0
6/1/2019,20:00,6/1/2019 20:00,1,20,1,1,6,6,1,NO,NO,WEEKEND,NORMAL,NORMAL,HOLIDAY,Fair,28,0.79,6,29.9,0,0,0
7/1/2019,07:00,7/1/2019 07:00,2,7,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,25,0.89,3,29.9,0,0,1
7/1/2019,08:00,7/1/2019 08:00,2,8,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,25,0.83,5,29.93,2,0,0
7/1/2019,09:00,7/1/2019 09:00,2,9,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.66,10,29.9,0,1,0
7/1/2019,10:00,7/1/2019 10:00,2,10,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.66,8,29.87,0,0,0
7/1/2019,11:00,7/1/2019 11:00,2,11,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,26,0.83,5,29.93,1,0,0
7/1/2019,12:00,7/1/2019 12:00,2,12,1,1,7,7,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,28,0.79,7,29.96,1,2,0
7/1/2019,13:00,7/1/2019 13:00,2,13,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,30,0.7,12,29.93,1,0,0
7/1/2019,14:00,7/1/2019 14:00,2,14,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.62,9,29.84,0,1,0
7/1/2019,15:00,7/1/2019 15:00,2,15,1,1,7,7,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.62,9,29.81,0,0,0
7/1/2019,16:00,7/1/2019 16:00,2,16,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.62,7,29.81,0,0,0
7/1/2019,17:00,7/1/2019 17:00,2,17,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.59,8,29.81,0,0,0
7/1/2019,18:00,7/1/2019 18:00,2,18,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.62,5,29.84,0,0,0
7/1/2019,19:00,7/1/2019 19:00,2,19,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,30,0.7,2,29.87,0,0,0
7/1/2019,20:00,7/1/2019 20:00,2,20,1,1,7,7,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,30,0.66,0,29.87,0,0,0
8/1/2019,07:00,8/1/2019 07:00,3,7,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,25,0.89,3,29.9,0,0,1
8/1/2019,08:00,8/1/2019 08:00,3,8,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,26,0.83,5,29.93,1,0,0
8/1/2019,09:00,8/1/2019 09:00,3,9,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,25,0.83,5,29.93,2,0,0
8/1/2019,10:00,8/1/2019 10:00,3,10,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,30,0.7,12,29.93,0,0,0
8/1/2019,11:00,8/1/2019 11:00,3,11,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.66,10,29.9,0,0,0
8/1/2019,12:00,8/1/2019 12:00,3,12,1,1,8,8,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.66,8,29.87,0,0,0
8/1/2019,13:00,8/1/2019 13:00,3,13,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.62,9,29.84,0,1,0
8/1/2019,14:00,8/1/2019 14:00,3,14,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.62,9,29.81,0,2,0
8/1/2019,15:00,8/1/2019 15:00,3,15,1,1,8,8,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,28,0.79,7,29.96,1,0,0
8/1/2019,16:00,8/1/2019 16:00,3,16,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.62,7,29.81,0,0,0
8/1/2019,17:00,8/1/2019 17:00,3,17,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.59,8,29.81,0,0,0
8/1/2019,18:00,8/1/2019 18:00,3,18,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.62,5,29.84,0,0,0
8/1/2019,19:00,8/1/2019 19:00,3,19,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,30,0.7,2,29.87,0,0,0
8/1/2019,20:00,8/1/2019 20:00,3,20,1,1,8,8,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,30,0.66,0,29.87,0,0,0
9/1/2019,07:00,9/1/2019 07:00,4,7,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,24,1,3,29.93,0,0,1
9/1/2019,08:00,9/1/2019 08:00,4,8,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,25,1,3,29.93,0,0,0
9/1/2019,09:00,9/1/2019 09:00,4,9,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,26,0.94,3,29.96,0,0,0
9/1/2019,10:00,9/1/2019 10:00,4,10,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,27,0.94,2,29.96,0,0,0
9/1/2019,11:00,9/1/2019 11:00,4,11,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,29,0.79,0,29.96,0,0,0
9/1/2019,12:00,9/1/2019 12:00,4,12,1,1,9,9,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,30,0.7,5,29.93,0,0,0
9/1/2019,13:00,9/1/2019 13:00,4,13,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,30,0.7,6,29.9,0,0,0
9/1/2019,14:00,9/1/2019 14:00,4,14,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,31,0.66,6,29.84,0,0,0
9/1/2019,15:00,9/1/2019 15:00,4,15,1,1,9,9,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Showers in the Vicinity,30,0.7,3,29.84,0,0,0
9/1/2019,16:00,9/1/2019 16:00,4,16,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Light Rain,27,0.89,8,29.84,0,0,0
9/1/2019,17:00,9/1/2019 17:00,4,17,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Mostly Cloudy,29,0.79,5,29.87,0,1,0
9/1/2019,18:00,9/1/2019 18:00,4,18,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Mostly Cloudy,29,0.74,5,29.87,0,0,0
9/1/2019,19:00,9/1/2019 19:00,4,19,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Mostly Cloudy,28,0.79,6,29.87,0,0,0
9/1/2019,20:00,9/1/2019 20:00,4,20,1,1,9,9,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,28,0.84,6,29.9,0,0,0
10/1/2019,07:00,10/1/2019 07:00,5,7,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,25,0.94,0,29.9,0,0,1
10/1/2019,08:00,10/1/2019 08:00,5,8,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,25,1,3,29.93,1,0,0
10/1/2019,09:00,10/1/2019 09:00,5,9,1,1,10,10,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,27,0.94,5,29.96,1,0,0
10/1/2019,10:00,10/1/2019 10:00,5,10,1,1,10,10,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,31,0.62,5,29.9,0,0,0
10/1/2019,11:00,10/1/2019 11:00,5,11,1,1,10,10,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,32,0.55,7,29.87,0,0,0
10/1/2019,12:00,10/1/2019 12:00,5,12,1,1,10,10,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.55,7,29.84,0,0,0
10/1/2019,13:00,10/1/2019 13:00,5,13,1,1,10,10,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.59,8,29.84,0,0,0
10/1/2019,14:00,10/1/2019 14:00,5,14,1,1,10,10,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,28,0.84,5,29.93,1,1,0
10/1/2019,15:00,10/1/2019 15:00,5,15,1,1,10,10,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Partly Cloudy,30,0.74,5,29.93,1,2,0
10/1/2019,16:00,10/1/2019 16:00,5,16,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.55,7,29.84,0,1,0
10/1/2019,17:00,10/1/2019 17:00,5,17,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.58,5,29.84,0,0,0
10/1/2019,18:00,10/1/2019 18:00,5,18,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,31,0.62,5,29.84,0,0,0
10/1/2019,19:00,10/1/2019 19:00,5,19,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,30,0.66,3,29.87,0,0,0
10/1/2019,20:00,10/1/2019 20:00,5,20,1,1,10,10,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,29,0.7,2,29.9,0,0,0
11/1/2019,07:00,11/1/2019 07:00,6,7,1,1,11,11,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,26,0.89,3,29.9,0,0,1
11/1/2019,08:00,11/1/2019 08:00,6,8,1,1,11,11,2,NO,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,29,0.74,5,29.96,1,0,0
11/1/2019,09:00,11/1/2019 09:00,6,9,1,1,11,11,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,26,0.94,0,29.93,3,0,0
11/1/2019,10:00,11/1/2019 10:00,6,10,1,1,11,11,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,32,0.59,5,29.93,0,0,0
11/1/2019,11:00,11/1/2019 11:00,6,11,1,1,11,11,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Haze,31,0.62,6,29.96,1,1,0
11/1/2019,12:00,11/1/2019 12:00,6,12,1,1,11,11,2,YES,NO,WEEKDAY,NORMAL,NORMAL,2018/2,Fog,28,0.79,0,29.96,2,0,0
11/1/2019,13:00,11/1/2019 13:00,6,13,1,1,11,11,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,33,0.49,12,29.87,0,0,0
11/1/2019,14:00,11/1/2019 14:00,6,14,1,1,11,11,2,NO,YES,WEEKDAY,NORMAL,NORMAL,2018/2,Fair,33,0.52,9,29.84,0,0,0
